iter	Passed	Remaining
224	9278	31960
225	9309	31884
226	9337	31796
227	9363	31703
228	9391	31619
229	9418	31532
230	9445	31445
231	9476	31370
232	9506	31295
233	9535	31214
234	9563	31131
235	9593	31056
236	9626	30990
237	9657	30921
238	9685	30840
239	9715	30765
240	9742	30683
241	9770	30602
242	9794	30512
243	9824	30438
244	9851	30360
245	9880	30283
246	9908	30205
247	9935	30125
248	9964	30053
249	9990	29972
250	10018	29896
251	10046	29820
252	10075	29748
253	10103	29675
254	10133	29607
255	10161	29531
256	10189	29457
257	10217	29385
258	10245	29312
259	10272	29237
260	10299	29161
261	10326	29088
262	10364	29043
263	10399	28993
264	10432	28934
265	10470	28891
266	10505	28840
267	10539	28786
268	10577	28743
269	10620	28714
270	10662	28681
271	10706	28655
272	10742	28607
273	10778	28559
274	10813	28509
275	10848	28457
276	10880	28400
277	10918	28356
278	10958	28319
279	10995	28275
280	11047	28268
281	11106	28278
282	11191	28355
283	11280	28439
284	11336	28441
285	11389	28433
286	11436	28411
287	11484	28392
288	11524	28353
289	11580	28351
290	11642	28366
291	11712	28399
292	11793	28456
293	11882	28534
294	11973	28615
295	12081	28734
296	12170	28807
297	12260	28882
298	12334	28917
299	12425	28992
300	12520	29074
301	12584	29085
302	12659	29120
303	12746	29182
304	12811	29193
305	12870	29188
306	12944	29220
307	12987	29179
308	13021	29118
309	13055	29058
310	13084	28988
311	13116	28923
312	13146	28854
313	13173	28780
314	13203	28712
315	13234	28645
316	13261	28572
317	13291	28506
318	13322	28441
319	13350	28370
320	13379	28301
321	13407	28230
322	13437	28163
323	13465	28095
324	13492	28023
325	13525	27963
326	13557	27902
327	13587	27837
328	13618	27775
329	13649	27713
330	13678	27646
331	13708	27582
332	13737	27516
333	13767	27452
334	13797	27388
335	13828	27328
336	13861	27270
337	13893	27211
338	13927	27156
339	13961	27101
340	13997	27050
341	14033	27000
342	14069	26949
343	14113	26913
344	14166	26896
345	14243	26922
346	14307	26924
347	14363	26910
348	14418	26895
349	14467	26868
350	14513	26835
351	14551	26787
352	14591	26743
353	14626	26691
354	14660	26636
355	14699	26591
356	14745	26557
357	14781	26506
358	14818	26459
359	14868	26432
360	14908	26388
361	14947	26343
362	14988	26301
363	15023	26250
364	15057	26196
365	15094	26147
366	15128	26092
367	15161	26037
368	15194	25982
369	15225	25923
370	15255	25864
371	15289	25811
372	15325	25761
373	15358	25707
374	15390	25651
375	15418	25588
376	15448	25528
377	15476	25466
378	15502	25401
379	15535	25347
380	15566	25289
381	15597	25234
382	15631	25182
383	15668	25134
384	15701	25081
385	15732	25026
386	15762	24967
387	15791	24908
388	15823	24853
389	15854	24798
390	15887	24745
391	15919	24690
392	15950	24636
393	15981	24580
394	16015	24530
395	16051	24482
396	16085	24432
397	16118	24380
398	16151	24327
399	16194	24292
400	16228	24241
401	16258	24186
402	16288	24129
403	16319	24075
404	16348	24018
405	16386	23974
406	16425	23931
407	16461	23885
408	16495	23836
409	16526	23781
410	16557	23728
411	16589	23676
412	16621	23624
413	16653	23571
414	16686	23521
415	16716	23467
416	16749	23417
417	16779	23362
418	16808	23306
419	16837	23252
420	16870	23201
421	16902	23151
422	16937	23103
423	16966	23049
424	16995	22994
425	17020	22933
426	17054	22885
427	17093	22843
428	17127	22796
429	17160	22747
430	17197	22703
431	17228	22652
432	17260	22601
433	17292	22551
434	17325	22503
435	17357	22453
436	17387	22400
437	17416	22347
438	17446	22294
439	17475	22242
440	17505	22188
441	17535	22137
442	17565	22086
443	17598	22037
444	17628	21986
445	17658	21934
446	17695	21891
447	17739	21857
448	17782	21821
449	17823	21784
450	17859	21740
451	17894	21695
452	17935	21657
453	17981	21624
454	18020	21584
455	18062	21547
456	18108	21516
457	18151	21480
458	18207	21460
459	18299	21482
460	18364	21471
461	18413	21442
462	18453	21403
463	18494	21364
464	18527	21316
465	18561	21269
466	18604	21234
467	18643	21192
468	18684	21154
469	18716	21105
470	18745	21053
471	18775	21002
472	18804	20951
473	18834	20900
474	18864	20850
475	18893	20798
476	18924	20749
477	18954	20699
478	18985	20650
479	19030	20616
480	19067	20573
481	19099	20526
482	19133	20480
483	19171	20439
484	19202	20390
485	19232	20340
486	19262	20290
487	19292	20241
488	19321	20191
489	19350	20140
490	19380	20091
491	19408	20040
492	19440	19992
493	19470	19943
494	19499	19893
495	19530	19845
496	19562	19798
497	19592	19749
498	19621	19700
499	19654	19654
500	19683	19604
501	19713	19556
502	19745	19510
503	19777	19463
504	19806	19414
505	19835	19364
506	19866	19318
507	19895	19268
508	19925	19221
509	19962	19179
510	19993	19132
511	20028	19089
512	20071	19054
513	20104	19009
514	20134	18962
515	20184	18932
516	20223	18893
517	20253	18846
518	20289	18804
519	20323	18760
520	20356	18715
521	20393	18674
522	20433	18636
523	20464	18590
524	20494	18542
525	20524	18495
526	20553	18447
527	20582	18399
528	20612	18352
529	20651	18313
530	20693	18277
531	20733	18239
532	20781	18207
533	20824	18172
534	20869	18138
535	20918	18108
536	20978	18087
537	21029	18058
538	21073	18023
539	21122	17993
540	21172	17962
541	21230	17940
542	21278	17908
543	21319	17871
544	21365	17837
545	21412	17804
546	21456	17769
547	21491	17726
548	21519	17678
549	21563	17642
550	21604	17605
551	21642	17564
552	21677	17522
553	21711	17478
554	21749	17439
555	21791	17401
556	21833	17365
557	21876	17328
558	21909	17284
559	21943	17241
560	21979	17199
561	22014	17156
562	22051	17116
563	22090	17077
564	22122	17032
565	22165	16995
566	22197	16951
567	22227	16905
568	22258	16860
569	22290	16815
570	22321	16770
571	22353	16725
572	22384	16680
573	22418	16638
574	22453	16596
575	22488	16553
576	22529	16516
577	22566	16475
578	22608	16438
579	22641	16395
580	22682	16358
581	22729	16324
582	22770	16286
583	22806	16245
584	22839	16202
585	22872	16159
586	22907	16117
587	22942	16075
588	22998	16048
589	23040	16010
590	23075	15969
591	23111	15928
592	23154	15891
593	23196	15854
594	23238	15817
595	23277	15778
596	23316	15739
597	23354	15699
598	23394	15661
599	23428	15618
600	23457	15573
601	23488	15528
602	23534	15494
603	23572	15454
604	23617	15419
605	23652	15378
606	23687	15336
607	23715	15290
608	23750	15248
609	23789	15209
610	23826	15169
611	23859	15126
612	23893	15084
613	23923	15040
614	23949	14992
615	23977	14947
616	24010	14904
617	24040	14859
618	24070	14815
619	24110	14777
620	24152	14740
621	24181	14695
622	24214	14653
623	24251	14612
624	24288	14572
625	24319	14529
626	24356	14489
627	24393	14449
628	24426	14407
629	24462	14367
630	24498	14326
631	24537	14287
632	24568	14244
633	24597	14199
634	24628	14156
635	24660	14114
636	24696	14073
637	24729	14031
638	24763	13990
639	24796	13948
640	24825	13903
641	24855	13860
642	24889	13818
643	24923	13777
644	24957	13736
645	24984	13691
646	25010	13645
647	25038	13601
648	25071	13559
649	25103	13517
650	25136	13475
651	25161	13429
652	25196	13389
653	25240	13353
654	25272	13311
655	25307	13271
656	25342	13230
657	25380	13191
658	25410	13148
659	25443	13107
660	25483	13069
661	25513	13026
662	25551	12987
663	25590	12949
664	25626	12909
665	25666	12871
666	25714	12838
667	25759	12802
668	25814	12772
669	25870	12742
670	25955	12726
671	26025	12702
672	26085	12674
673	26164	12655
674	26213	12621
675	26302	12606
676	26370	12581
677	26429	12552
678	26480	12518
679	26526	12483
680	26575	12448
681	26618	12411
682	26660	12374
683	26701	12335
684	26740	12296
685	26775	12255
686	26809	12214
687	26857	12179
688	26915	12149
689	26979	12121
690	27058	12100
691	27224	12117
692	27281	12085
693	27367	12067
694	27441	12042
695	27495	12009
696	27557	11979
697	27623	11951
698	27712	11933
699	27773	11903
700	27825	11868
701	27903	11844
702	27985	11823
703	28100	11814
704	28262	11825
705	28322	11794
706	28374	11759
707	28437	11728
708	28485	11691
709	28522	11650
710	28571	11613
711	28608	11571
712	28649	11531
713	28672	11484
714	28710	11444
715	28740	11399
716	28774	11357
717	28808	11314
718	28843	11272
719	28872	11228
720	28906	11185
721	28942	11143
722	28970	11099
723	29004	11056
724	29038	11014
725	29065	10969
726	29101	10928
727	29142	10888
728	29187	10850
729	29228	10810
730	29268	10770
731	29309	10730
732	29343	10688
733	29371	10644
734	29407	10602
735	29441	10560
736	29469	10516
737	29494	10471
738	29521	10426
739	29547	10381
740	29573	10336
741	29599	10291
742	29625	10247
743	29649	10201
744	29674	10156
745	29697	10111
746	29726	10067
747	29747	10021
748	29772	9977
749	29796	9932
750	29821	9887
751	29846	9842
752	29875	9799
753	29901	9755
754	29928	9712
755	29954	9667
756	29985	9625
757	30012	9581
758	30040	9538
759	30072	9496
760	30108	9455
761	30143	9414
762	30178	9374
763	30220	9335
764	30260	9295
765	30294	9254
766	30329	9213
767	30357	9170
768	30386	9127
769	30412	9084
770	30442	9041
771	30468	8998
772	30499	8956
773	30530	8914
774	30562	8872
775	30588	8829
776	30620	8788
777	30656	8747
778	30689	8706
779	30720	8664
780	30749	8622
781	30779	8580
782	30807	8538
783	30832	8494
784	30862	8452
785	30892	8410
786	30922	8369
787	30954	8327
788	30989	8287
789	31022	8246
790	31057	8206
791	31089	8164
792	31122	8123
793	31170	8087
794	31208	8047
795	31243	8007
796	31279	7966
797	31310	7925
798	31339	7884
799	31371	7842
800	31406	7802
801	31436	7761
802	31467	7719
803	31496	7678
804	31529	7637
805	31570	7598
806	31608	7559
807	31646	7520
808	31685	7480
809	31720	7440
810	31750	7399
811	31786	7359
812	31821	7319
813	31859	7279
814	31894	7239
815	31924	7198
816	31973	7161
817	32016	7123
818	32054	7084
819	32099	7046
820	32140	7007
821	32175	6967
822	32222	6929
823	32274	6893
824	32326	6857
825	32366	6818
826	32409	6779
827	32446	6740
828	32481	6700
829	32513	6659
830	32543	6618
831	32576	6578
832	32607	6537
833	32636	6496
834	32668	6455
835	32700	6414
836	32727	6373
837	32755	6332
838	32785	6291
839	32813	6250
840	32840	6208
841	32867	6167
842	32890	6125
843	32918	6084
844	32949	6043
845	32980	6003
846	33013	5963
847	33045	5923
848	33078	5883
849	33104	5842
850	33134	5801
851	33169	5761
852	33204	5722
853	33234	5681
854	33266	5641
855	33297	5601
856	33325	5560
857	33355	5520
858	33384	5479
859	33418	5440
860	33454	5400
861	33485	5360
862	33518	5320
863	33550	5281
864	33579	5240
865	33611	5200
866	33642	5160
867	33672	5120
868	33704	5080
869	33733	5040
870	33755	4999
871	33777	4958
872	33807	4918
873	33832	4877
874	33857	4836
875	33886	4796
876	33915	4756
877	33947	4717
878	33975	4676
879	34002	4636
880	34033	4597
881	34065	4557
882	34098	4518
883	34131	4478
884	34169	4440
885	34202	4400
886	34235	4361
887	34266	4321
888	34295	4282
889	34323	4242
890	34355	4202
891	34382	4162
892	34410	4123
893	34439	4083
894	34466	4043
895	34493	4003
896	34520	3963
897	34550	3924
898	34580	3885
899	34610	3845
900	34641	3806
901	34670	3766
902	34697	3727
903	34726	3687
904	34755	3648
905	34785	3609
906	34807	3569
907	34837	3529
908	34858	3489
909	34881	3449
910	34911	3410
911	34937	3371
912	34967	3332
913	34999	3293
914	35032	3254
915	35066	3215
916	35097	3176
917	35128	3137
918	35161	3099
919	35187	3059
920	35216	3020
921	35241	2981
922	35273	2942
923	35305	2903
924	35334	2864
925	35366	2826
926	35397	2787
927	35428	2748
928	35460	2710
929	35494	2671
930	35527	2633
931	35554	2594
932	35587	2555
933	35621	2517
934	35651	2478
935	35685	2440
936	35720	2401
937	35763	2363
938	35806	2326
939	35841	2287
940	35875	2249
941	35914	2211
942	35946	2172
943	35976	2134
944	36008	2095
945	36038	2057
946	36067	2018
947	36101	1980
948	36134	1941
949	36164	1903
950	36195	1864
951	36223	1826
952	36247	1787
953	36275	1749
954	36298	1710
955	36328	1672
956	36354	1633
957	36385	1595
958	36414	1556
959	36446	1518
960	36469	1480
961	36500	1441
962	36527	1403
963	36557	1365
964	36585	1326
965	36614	1288
966	36641	1250
967	36667	1212
968	36694	1173
969	36725	1135
970	36753	1097
971	36782	1059
972	36811	1021
973	36839	983
974	36867	945
975	36896	907
976	36924	869
977	36953	831
978	36981	793
979	37009	755
980	37043	717
981	37076	679
982	37114	641
983	37148	604
984	37178	566
985	37212	528
986	37241	490
987	37273	452
988	37302	414
989	37330	377
990	37359	339
991	37390	301
992	37420	263
993	37451	226
994	37482	188
995	37515	150
996	37545	112
997	37577	75
998	37605	37
999	37632	0
