iter	Logloss
0	0.4479017978
1	0.3521928438
2	0.2817426957
3	0.2387261541
4	0.206178057
5	0.1949482123
6	0.183325012
7	0.1711967271
8	0.1648645508
9	0.1613256227
10	0.1551283664
11	0.153262474
12	0.1503894066
13	0.1482332286
14	0.1442374065
15	0.1408730323
16	0.1398655178
17	0.1361303237
18	0.1338386608
19	0.1328120586
20	0.1317900452
21	0.1308280131
22	0.1303675742
23	0.1298270881
24	0.128870471
25	0.1286286199
26	0.1281928707
27	0.1279585804
28	0.1271345585
29	0.1262640075
30	0.1254196433
31	0.1239741019
32	0.1233519948
33	0.1225860715
34	0.1220660675
35	0.1212426402
36	0.120783889
37	0.1196603767
38	0.1192296928
39	0.1188636364
40	0.1183122574
41	0.1180780818
42	0.1176766957
43	0.1170442567
44	0.1165350495
45	0.115686665
46	0.1153380332
47	0.1144680311
48	0.114008418
49	0.1138073346
50	0.1132095463
51	0.1122860932
52	0.1118322968
53	0.1112391611
54	0.1106208783
55	0.1102750702
56	0.1094452163
57	0.1091943292
58	0.1088858616
59	0.1084731401
60	0.1074957522
61	0.1071809271
62	0.1066617457
63	0.1063483965
64	0.1059391961
65	0.1055105232
66	0.104911207
67	0.104671405
68	0.104141057
69	0.1037967542
70	0.1033044327
71	0.103150688
72	0.1029362266
73	0.1027113164
74	0.1023285821
75	0.1018860583
76	0.101769258
77	0.1015853602
78	0.1010966761
79	0.1006723596
80	0.1005426063
81	0.1001404513
82	0.09985618062
83	0.09915017543
84	0.09876477208
85	0.09844495634
86	0.09828767055
87	0.09805089852
88	0.09779614643
89	0.0975622421
90	0.09702828666
91	0.096718811
92	0.09656740851
93	0.09650532865
94	0.09634238064
95	0.09609361548
96	0.09595280195
97	0.09580876098
98	0.09551629473
99	0.09532160944
100	0.09499796719
101	0.09481728915
102	0.09466455761
103	0.0945416365
104	0.09433684741
105	0.09404337462
106	0.0939405177
107	0.09356315511
108	0.09338131804
109	0.0930307442
110	0.09265297335
111	0.09254247226
112	0.09238172309
113	0.09230965695
114	0.09203209977
115	0.09186966689
116	0.09172983783
117	0.0915120484
118	0.09144847744
119	0.09128372465
120	0.09108446899
121	0.090895697
122	0.09079934292
123	0.09054172599
124	0.09040161821
125	0.09028797367
126	0.09011880112
127	0.09000063812
128	0.08984752647
129	0.08971755204
130	0.08962402926
131	0.0894077175
132	0.08921528903
133	0.08903804746
134	0.08889725647
135	0.08874493557
136	0.08850325524
137	0.08827516379
138	0.08812725358
139	0.08804147767
140	0.08791591734
141	0.08773497678
142	0.08763300333
143	0.08748768384
144	0.08739340473
145	0.08727108938
146	0.08719780168
147	0.08713957165
148	0.08686588125
149	0.08670964887
150	0.08664283033
151	0.08651323225
152	0.08642033603
153	0.08622880765
154	0.08612315041
155	0.0860503554
156	0.08599330079
157	0.08575788387
158	0.08562171426
159	0.08546439615
160	0.08540305137
161	0.08524066792
162	0.08514774764
163	0.08509108236
164	0.08495739319
165	0.08483336351
166	0.0847906594
167	0.08475421737
168	0.08465792078
169	0.08461386751
170	0.08454271639
171	0.08444141381
172	0.08440243208
173	0.08435305988
174	0.08417624173
175	0.08408662916
176	0.0840045734
177	0.08386935004
178	0.08375655102
179	0.08366439819
180	0.08352036253
181	0.08346456864
182	0.08335194108
183	0.08326001062
184	0.0832414865
185	0.08292802456
186	0.08284360436
187	0.08268308732
188	0.08259500152
189	0.08252777172
190	0.08244714288
191	0.08236134984
192	0.08231456216
193	0.08226099352
194	0.0821962782
195	0.08209551413
196	0.08192042862
197	0.08190330839
198	0.08174328574
199	0.08162375736
200	0.08159513882
201	0.08151128204
202	0.08145896029
203	0.08140674457
204	0.08124904594
205	0.0812079832
206	0.08111563485
207	0.08103637514
208	0.0810041393
209	0.08086014643
210	0.08075213582
211	0.08063185697
212	0.08051778742
213	0.0804082512
214	0.08039258432
215	0.08031544217
216	0.08025323804
217	0.08016684534
218	0.08010955888
219	0.08005813244
220	0.07999225603
221	0.07993857886
222	0.07984778313
223	0.07957296284
224	0.07945958757
225	0.07942940419
226	0.07931392552
227	0.07924399575
228	0.07918132888
229	0.07906550399
230	0.07896033361
231	0.07889867402
232	0.07875390238
233	0.07872918623
234	0.07869160426
235	0.07861790797
236	0.07854638901
237	0.07842617123
238	0.07833754585
239	0.07821488791
240	0.07813720995
241	0.07809000669
242	0.07801888791
243	0.07793088426
244	0.07786914043
245	0.07781984614
246	0.07769977132
247	0.07765812541
248	0.07758926689
249	0.07742337745
250	0.07740260233
251	0.07732658141
252	0.07730503635
253	0.07729917703
254	0.07722816866
255	0.07717707143
256	0.07714270993
257	0.07709330087
258	0.07703531433
259	0.07680534406
260	0.07668404111
261	0.07659175746
262	0.07655172851
263	0.07643642279
264	0.0764116244
265	0.07633469882
266	0.07629539367
267	0.07619665108
268	0.07617958209
269	0.07615804862
270	0.07610259853
271	0.07603230183
272	0.07598611444
273	0.07593140535
274	0.07588389394
275	0.07582171912
276	0.07573132552
277	0.07567078057
278	0.07562463404
279	0.07555011753
280	0.07554418094
281	0.07540733633
282	0.07538220061
283	0.07527065084
284	0.07518915459
285	0.07510451773
286	0.07503788761
287	0.07496200124
288	0.07490846797
289	0.07481858873
290	0.07479262753
291	0.07472940743
292	0.07465071696
293	0.07461701977
294	0.07456060396
295	0.07443248578
296	0.07437802038
297	0.07431315179
298	0.07422945458
299	0.07417720839
300	0.0741003032
301	0.07404341239
302	0.07397106014
303	0.07395530319
304	0.07391093115
305	0.07385621134
306	0.07379537089
307	0.07373214537
308	0.07367428502
309	0.07362561545
310	0.07360366853
311	0.07357049146
312	0.07355187105
313	0.0734699763
314	0.07337711604
315	0.07333908969
316	0.07327646819
317	0.07321619258
318	0.07300730892
319	0.07296064989
320	0.07281191907
321	0.07274352575
322	0.07269655389
323	0.07264228334
324	0.07261146934
325	0.07255183375
326	0.07253173401
327	0.0724522727
328	0.072400847
329	0.07232109777
330	0.07223881358
331	0.07219201462
332	0.07213257851
333	0.07212170471
334	0.07207328058
335	0.07203842206
336	0.07201534701
337	0.07199672436
338	0.07196782824
339	0.0719279847
340	0.07180955358
341	0.0717383055
342	0.07164925585
343	0.07159353773
344	0.07157756574
345	0.07151483352
346	0.07149022204
347	0.07143783491
348	0.07139183472
349	0.07127870714
350	0.07121135701
351	0.07115739093
352	0.0711233381
353	0.07109075329
354	0.07106952288
355	0.07104067743
356	0.07101090602
357	0.07097024542
358	0.0707871473
359	0.07074852809
360	0.07070123463
361	0.07056944337
362	0.07055228531
363	0.07045001757
364	0.07039145731
365	0.07033614587
366	0.07029701201
367	0.07028124619
368	0.07026507597
369	0.07023534109
370	0.07021470062
371	0.07018268572
372	0.07014731403
373	0.07014186085
374	0.07003118199
375	0.07000370013
376	0.06999109965
377	0.06993868547
378	0.0699157626
379	0.06989019779
380	0.06988132343
381	0.06983473113
382	0.06979416999
383	0.06971382547
384	0.06967659932
385	0.069671005
386	0.06965060095
387	0.06961666127
388	0.0696051304
389	0.06954398665
390	0.06950700141
391	0.06948182883
392	0.06944432309
393	0.06939619295
394	0.06933714092
395	0.06925716886
396	0.06924662936
397	0.0692349987
398	0.06908884213
399	0.06902165345
400	0.06894740159
401	0.0689287295
402	0.06889549167
403	0.06882224026
404	0.06881158999
405	0.06871197196
406	0.06865268499
407	0.06860794326
408	0.06859619308
409	0.06854145614
410	0.06854146454
411	0.06851859791
412	0.06847626853
413	0.06845203323
414	0.06831671518
415	0.06829951067
416	0.06829024157
417	0.06822556182
418	0.06817813595
419	0.06812725115
420	0.06811698401
421	0.06805109064
422	0.06798195913
423	0.06793490823
424	0.06786957166
425	0.06785309577
426	0.06782007723
427	0.06777037899
428	0.06773752423
429	0.06770268672
430	0.06768975785
431	0.06767101772
432	0.06754746331
433	0.06750395227
434	0.06749527099
435	0.06741630189
436	0.06740384047
437	0.06736518203
438	0.06734587527
439	0.06733526751
440	0.0672606926
441	0.06721473106
442	0.06717937107
443	0.06716152794
444	0.067113649
445	0.0670487994
446	0.06703915192
447	0.06698308788
448	0.06697853111
449	0.06697272981
450	0.06694488661
451	0.06693843885
452	0.06692047075
453	0.06690856348
454	0.06687485933
455	0.06687168352
456	0.06685606789
457	0.06682321754
458	0.0668019582
459	0.06676932919
460	0.06674564337
461	0.06672286612
462	0.06663153957
463	0.06662377763
464	0.06659695496
465	0.06657355337
466	0.06655558435
467	0.0665464701
